Feature type,Primary DBID,Systematic Name,SGD Alias,Description,Standard Name,Chromosome,Start,End,Strand
ORF,S000004301,YLR310C,CDC25'|CTN1|Ras family guanine nucleotide exchange factor CDC25,Membrane bound guanine nucleotide exchange factor; also known as a GEF or GDP-release factor; indirectly regulates adenylate cyclase through activation of Ras1p and Ras2p by stimulating the exchange of GDP for GTP; required for progression through G1; thermosensitivity of the cdc25-5 mutant is functionally complemented by human RASGRF1 or by a fragment of human SOS1 comprising the CDC25-related catalytic domain,CDC25,chrXII,752224,756993,-1
ORF,S000002927,YDR519W,FKB2|peptidylprolyl isomerase family protein FPR2,Membrane-bound peptidyl-prolyl cis-trans isomerase (PPIase); binds to the drugs FK506 and rapamycin; expression pattern suggests possible involvement in ER protein trafficking; relocalizes from nucleus to vacuole upon DNA replication stress; mutation is functionally complemented by human FKBP2,FPR2,chrIV,1480425,1480832,1
ORF,S000001292,YIL030C,DOA10|E3 ubiquitin-protein ligase SSM4|KIS3,"Membrane-embedded ubiquitin-protein ligase and retrotranslocase; ER and inner nuclear membrane localized RING-CH domain E3 ligase involved in ER-associated protein degradation (ERAD); aids Cdc48p in the extraction of faulty membrane proteins; targets misfolded cytosolic/nucleoplasmic domains of soluble and membrane embedded proteins (ERAD-C) and Sbh2p, a transmembrane domain-containing substrate (ERAD-M); C-terminal element, conserved in human ortholog MARCH6, determines substrate selectivity",SSM4,chrIX,296050,300009,-1
ORF,S000002906,YDR498C,,Membrane glycoprotein v-SNARE; involved in retrograde transport from the Golgi to the endoplasmic reticulum (ER); required for N- and O-glycosylation in the Golgi but not in the ER and for efficient nuclear fusion during mating; mediates Sey1p-independent homotypic ER fusion; interacts with the Dsl1p complex through Tip20p,SEC20,chrIV,1445843,1446994,-1
ORF,S000005158,YNL214W,PAS9,Membrane peroxin of the peroxisomal importomer complex; complex facilitates the import of peroxisomal matrix proteins; required for peroxisome biogenesis,PEX17,chrXIV,245617,246216,1
ORF,S000006283,YPR079W,,Membrane protein; has similarity to mammalian mannose-6-phosphate receptors; possibly functions as a sorting receptor in the delivery of vacuolar hydrolases; protein abundance increases in response to DNA replication stress,MRL1,chrXVI,698869,700014,1
ORF,S000003448,YGR216C,phosphatidylinositol N-acetylglucosaminyltransferase,Membrane protein involved in the synthesis of GlcNAc-PI; N-acetylglucosaminyl phosphatidylinositol (GlcNAc-PI) is the first intermediate in the synthesis of glycosylphosphatidylinositol (GPI) anchors; human and mouse GPI1 are functional homologs,GPI1,chrVII,922633,924462,-1
ORF,S000005461,YOL101C,,"Membrane protein involved in zinc ion homeostasis; member of the four-protein IZH family; expression induced by fatty acids and altered zinc levels; deletion reduces sensitivity to excess zinc; possible role in sterol metabolism; protein increases in abundance and relocalizes from nucleus to ER upon DNA replication stress; IZH4 has a paralog, IZH1, that arose from the whole genome duplication",IZH4,chrXV,126982,127920,-1
ORF,S000004013,YLR023C,,"Membrane protein involved in zinc ion homeostasis; member of the four-protein IZH family, expression induced by zinc deficiency; deletion reduces sensitivity to elevated zinc and shortens lag phase, overexpression reduces Zap1p activity",IZH3,chrXII,185498,187129,-1
ORF,S000002900,YDR492W,PAQR-type receptor,"Membrane protein involved in zinc ion homeostasis; member of the four-protein IZH family; transcription is regulated directly by Zap1p, expression induced by zinc deficiency and fatty acids; deletion increases sensitivity to elevated zinc; IZH1 has a paralog, IZH4, that arose from the whole genome duplication",IZH1,chrIV,1434924,1435874,1
ORF,S000000532,YCL027W,,"Membrane protein localized to the shmoo tip; required for cell fusion; expression regulated by mating pheromone; proposed to coordinate signaling, fusion, and polarization events required for fusion; potential Cdc28p substrate",FUS1,chrIII,71803,73341,1
ORF,S000005267,YNL323W,BRE3|ROS3,Membrane protein of the plasma membrane and ER; interacts specifically in vivo with the phospholipid translocase (flippase) Dnf1p; involved in translocation of phospholipids and alkylphosphocholine drugs across the plasma membrane; null mutant requires tryptophan due to mislocalization of tryptophan permease Tat2p,LEM3,chrXIV,31944,33188,1
ORF,S000004879,YMR266W,,Membrane protein of unknown function; overexpression suppresses NaCl sensitivity of sro7 mutant cells by restoring sodium pump (Ena1p) localization to the plasma membrane,RSN1,chrXIII,798518,801379,1
ORF,S000000116,YBL020W,glycolipid translocation protein,Membrane protein required for translocation of Man5GlcNac2-PP-Dol; required for translocation of Man5GlcNac2-PP-Dol from the cytoplasmic side to the lumenal side of the ER membrane but is not the flippase; mutation is suppressed by expression of human p53 protein; essential gene,RFT1,chrII,182401,184125,1
ORF,S000028559,YKR004C-A,,"Merged open reading frame; does not encode a discreet protein; YKR004C-A was originally annotated as an independent ORF, but was later demonstrated to be an exon of an adjacent ORF, YKR004C",,chrXI,447437,447679,-1
ORF,S000000082,YAR044W,,"Merged open reading frame; does not encode a discrete protein; YAR044W was originally annotated as an independent ORF, but as a result of a sequence change, it was merged with an adjacent ORF into a single reading frame, designated YAR042W",,chrI,193600,196179,1
ORF,S000000279,YBR075W,,"Merged open reading frame; does not encode a discrete protein; YBR075W was originally annotated as an independent ORF, but as a result of a sequence change, it was merged with an adjacent ORF into a single reading frame, designated YBR074W",,chrII,387793,389175,1
ORF,S000000304,YBR100W,,"Merged open reading frame; does not encode a discrete protein; YBR100W was originally annotated as an independent ORF, but as a result of a sequence change, it was merged with an adjacent ORF into a single reading frame, designated YBR098W",,chrII,443211,443549,1
ORF,S000000509,YCL003W,,"Merged open reading frame; does not encode a discrete protein; YCL003W was originally annotated as an independent ORF, but as a result of a sequence change, it was merged with an adjacent ORF into a single reading frame, designated YCL004w",,chrIII,109428,109958,1
ORF,S000000518,YCL012W,,"Merged open reading frame; does not encode a discrete protein; YCL012W was originally annotated as an independent ORF, but as a result of a sequence change, it was merged with an adjacent ORF into a single reading frame, designated YCL014W",,chrIII,100113,100808,1
ORF,S000000565,YCL060C,,"Merged open reading frame; does not encode a discrete protein; YCL060C was originally annotated as an independent ORF, but as a result of a sequence change, it was merged with an adjacent ORF into a single reading frame, designated YCL061C",,chrIII,20409,21362,-1
ORF,S000000567,YCL062W,,"Merged open reading frame; does not encode a discrete protein; YCL062W as originally annotated as an independent ORF, but as a result of sequence changes, it was merged with an adjacent ORF into a single reading frame, designated YCL063W",,chrIII,17955,18542,1
ORF,S000000651,YCR055C,,"Merged open reading frame; does not encode a discrete protein; YCR055C was originally annotated as an independent ORF, but as a result of sequence changes, it was merged with two other ORFs into a single reading frame, designated YCR057C",,chrIII,219189,220193,-1
ORF,S000000654,YCR058C,,"Merged open reading frame; does not encode a discrete protein; YCR058C was originally annotated as an independent ORF, but as a result of sequence changes, it was merged with two other ORFs into a single reading frame, designated YCR057C",,chrIII,221652,221957,-1
ORF,S000000658,YCR062W,,"Merged open reading frame; does not encode a discrete protein; YCR062W was originally annotated as an independent ORF, but as a result of a sequence change, it was merged with an adjacent ORF into a single reading frame, designated YCR061W",,chrIII,225819,226181,1
ORF,S000000676,YCR080W,,"Merged open reading frame; does not encode a discrete protein; YCR080W was originally annotated as an independent ORF, but as a result of a sequence change, it was merged with an adjacent ORF into a single reading frame, designated YCR081W",,chrIII,253094,253549,1
ORF,S000002196,YDL038C,,"Merged open reading frame; does not encode a discrete protein; YDL038C was originally annotated as an independent ORF, but as a result of a sequence correction, was merged with adjacent ORF PRM7/YDL039C into a single open reading frame",,chrIV,382327,384078,-1
ORF,S000002882,YDR474C,,"Merged open reading frame; does not encode a discrete protein; YDR474C was originally annotated as an independent ORF, but as a result of a sequence change, it was merged with an adjacent ORF into a single reading frame, designated YDR475C",,chrIV,1407452,1409119,-1
ORF,S000001888,YFL006W,,"Merged open reading frame; does not encode a discrete protein; YFL006W was originally annotated as an independent ORF, but as a result of a sequence change, it was merged with an adjacent ORF into a single reading frame, designated YFL007W",,chrVI,129140,129904,1
ORF,S000001851,YFL043C,,"Merged open reading frame; does not encode a discrete protein; YFL043C was originally annotated as an independent ORF, but as a result of a sequence change, it was merged with an adjacent ORF into a single reading frame, designated YFL042C",,chrVI,45720,46157,-1
ORF,S000003014,YGL046W,,"Merged open reading frame; does not encode a discrete protein; YGL046W was originally annotated as an independent ORF, but as a result of a sequence change, it was merged with an adjacent ORF into a single reading frame, designated YGL045W",,chrVII,414100,414888,1
ORF,S000003504,YGR272C,,"Merged open reading frame; does not encode a discrete protein;YGR272C was originally annotated as an independent ORF, but as a result of a sequence change, it was merged with an adjacent ORF into a single reading frame, designated YGR271C-A",,chrVII,1038048,1038506,-1
ORF,S000007609,YJL012C-A,,"Merged open reading frame; does not encode a discrete protein; YJL012C-A was originally annotated as an independent ORF but due to a sequence change was merged with an adjacent ORF into a single reading frame, designated YJL012C/VTC4",,chrX,410930,411127,-1
ORF,S000003554,YJL017W,,"Merged open reading frame; does not encode a discrete protein; YJL017W was originally annotated as an independent ORF, but as a result of a sequence change, it was merged with an adjacent ORF into a single reading frame, designated YJL016W",,chrX,405284,406261,1
ORF,S000003555,YJL018W,,"Merged open reading frame; does not encode a discrete protein; YJL018W was originally annotated as an independent ORF, but as a result of a sequence change, it was merged with an adjacent ORF into a single reading frame, designated YJL019W",,chrX,404326,404640,1
ORF,S000003558,YJL021C,,"Merged open reading frame; does not encode a discrete protein; YJL021C was originally annotated as an independent ORF but due to a sequence change was merged with an adjacent ORF into a single reading frame, designated YJL020C/BBC1",,chrX,398633,399730,-1
ORF,S000028807,YKL158W,,"Merged open reading frame; does not encode a discrete protein; YKL158W was originally annotated as an independent ORF, but was later demonstrated to be an exon of an adjacent ORF, YKL157W",,chrXI,154996,155298,1
ORF,S000001682,YKL199C,,"Merged open reading frame; does not encode a discrete protein; YKL199C was originally annotated as an independent ORF, but as a result of a sequence change, it was merged with an adjacent ORF into a single reading frame, designated YKL198C",,chrXI,68270,69109,-1
ORF,S000001683,YKL200C,,"Merged open reading frame; does not encode a discrete protein; YKL200C was originally annotated as an independent ORF, but as a result of a sequence change, it was merged with an adjacent ORF into a single reading frame, designated YKL201C",,chrXI,65913,67109,-1
ORF,S000028570,YLR312C-B,,"Merged open reading frame; does not encode a discrete protein; YLR312C-B was originally annotated as an independent ORF, but as a result of a sequence change, it was merged with an adjacent ORF into a single reading frame, SPH1/YLR313C",,chrXII,760355,760642,-1
ORF,S000115154,YLR391W,,"Merged open reading frame; does not encode a discrete protein; YLR391W was originally annotated as an independent ORF, but was completely contained in larger ORF YLR391W-A in the same frame, and was merged into it on 7-30-1997",,chrXII,903929,904387,1
ORF,S000082441,YML033W,,"Merged open reading frame; does not encode a discrete protein; YML033W was originally annotated as an independent ORF, but was later demonstrated to be an exon of an adjacent ORF, YML034W",,chrXIII,211715,212155,1
ORF,S000005614,YOR088W,,"Merged open reading frame; does not encode a discrete protein; YOR088W was originally annotated as an independent ORF, but as a result of a sequence change, it was merged with an adjacent ORF into a single reading frame, designated YOR087W",,chrXV,488286,489734,1
ORF,S000005766,YOR240W,,"Merged open reading frame; does not encode a discrete protein; YOR240W was originally annotated as an independent ORF, but was later demonstrated to be part of an adjacent ORF, YOR239W, via a +1 translational frameshift",,chrXV,785654,786742,1
ORF,S000113724,YPL052W-A,,Merged open reading frame; does not encode a discrete protein; YPL052W-A has been demonstrated to be the first exon of downstream ORF OAZ1/YPL052W.,,chrXVI,458796,459005,1
ORF,S000006294,YPR090W,,"Merged open reading frame; does not encode a discrete protein; YPR090W was originally annotated as an independent ORF, but as a result of a sequence change, it was merged with an adjacent ORF into a single reading frame, designated YPR089W",,chrXVI,713728,715938,1
ORF,S000028531,YBL103C-A,,"Merged open reading frame; does not encode a protein; YBL103C-A was originally annotated as an independent ORF, but as a result of a sequence change, it was merged with an adjacent ORF into a single reading frame, designated YBL104C",,chrII,18177,18437,-1
ORF,S000000625,YCR029C-A,,"Merged open reading frame; does not encode a protein; YCR029C-A was originally annotated as an independent ORF, but as a result of a sequence change, it was merged with an adjacent ORF into a single reading frame, designated YCR030C",,chrIII,171643,172169,-1
ORF,S000028549,YGL210W-A,,"Merged open reading frame; does not encode a protein; YGL210W-A was originally annotated as an independent ORF, but as a result of a sequence change, it was merged with an adjacent ORF into a single reading frame, designated YGL211W",,chrVII,93079,93309,1
ORF,S000028842,YKR099C-A,,"Merged open reading frame; does not encode a protein; YKR099C-A was originally annotated as an independent ORF, but as a result of a sequence change, it was merged with an adjacent ORF into a single reading frame, designated YKR100C",,chrXI,638531,638722,-1
ORF,S000028577,YMR268W-A,,"Merged open reading frame; does not encode a protein; YMR268W-A was originally annotated as an independent ORF, but as a result of a sequence change, it was merged with an adjacent ORF into a single reading frame, designated YMR269W",,chrXIII,804455,804691,1
ORF,S000117700,YER108C,,"Merged ORF; YER108C has been merged into YER109C because it has been demonstrated that they correspond to a mutated FLO8 gene with an A to G transition at position 431 in strain S288C, changing amino acid 144 from a Trp to a stop",,chrV,375211,376995,-1
ORF,S000001795,YKR087C,metalloendopeptidase,"Metalloendopeptidase of the mitochondrial inner membrane; important for adaptive responses to various homeostatic insults, preservation of normal mitochondrial function under damage-eliciting conditions, and stability of respiratory supercomplexes; involved in turnover of membrane-embedded proteins; mediates degradation of Cox1p in coa2 mutant cells; zebrafish ortholog has a role in organ development and mouse ortholog is also required for respiratory supercomplex stability",OMA1,chrXI,603195,604232,-1
ORF,S000004381,YLR389C,metalloendopeptidase,Metalloprotease; involved in N-terminal processing of pro-a-factor to mature form; expressed in both haploids and diploids; one of two yeast homologs of human insulin-degrading enzyme (hIDE); homolog Axl1p is also involved in processing of pro-a-factor,STE23,chrXII,899577,902660,-1
ORF,S000001900,YFR004W,MPR1|proteasome regulatory particle lid subunit RPN11,"Metalloprotease subunit of 19S regulatory particle; part of 26S proteasome lid; couples the deubiquitination and degradation of proteasome substrates; involved, independent of catalytic activity, in fission of mitochondria and peroxisomes; protein abundance increases in response to DNA replication stress",RPN11,chrVI,153393,154313,1
ORF,S000001095,YHR053C,CUP1|metallothionein CUP1,"Metallothionein; binds copper and mediates resistance to high concentrations of copper and cadmium; locus is variably amplified in different strains, with two copies, CUP1-1 and CUP1-2, in the genomic sequence reference strain S288C; CUP1-1 has a paralog, CUP1-2, that arose from a segmental duplication",CUP1-1,chrVIII,212535,212720,-1
ORF,S000001097,YHR055C,CUP1|metallothionein CUP1,"Metallothionein; binds copper and mediates resistance to high concentrations of copper and cadmium; locus is variably amplified in different strains, with two copies, CUP1-1 and CUP1-2, in the genomic sequence reference strain S288C; CUP1-2 has a paralog, CUP1-1, that arose from a segmental duplication",CUP1-2,chrVIII,214533,214718,-1
ORF,S000000187,YBL091C,methionine aminopeptidase,Methionine aminopeptidase; catalyzes the cotranslational removal of N-terminal methionine from nascent polypeptides; function is partially redundant with that of Map1p,MAP2,chrII,47363,48628,-1
ORF,S000004234,YLR244C,methionine aminopeptidase MAP1,"Methionine aminopeptidase; catalyzes the cotranslational removal of N-terminal methionine from nascent polypeptides; function is partially redundant with that of Map2p; apo-Map1p is activated by the GTP-dependent zinc transferase Zng1p, especially during zinc starvation; interacts with Zng1p via an N-terminal Zn finger domain",MAP1,chrXII,625168,626331,-1
ORF,S000000538,YCL033C,MSRB|peptide-methionine (R)-S-oxide reductase,Methionine-R-sulfoxide reductase; involved in the response to oxidative stress; protects iron-sulfur clusters from oxidative inactivation along with MXR1; involved in the regulation of lifespan,MXR2,chrIII,62776,63282,-1
ORF,S000001552,YKL069W,fRMsr|L-methionine (R)-S-oxide reductase|YKG9,"Methionine-R-sulfoxide reductase; reduces the R enantiomer of free Met-SO, in contrast to Ycl033Cp which reduces Met-R-SO in a peptide linkage; has a role in protection against oxidative stress; relative distribution to the nucleus increases upon DNA replication stress",,chrXI,307285,307827,1
ORF,S000000844,YER042W,msrA|peptide-methionine-S-sulfoxide reductase,Methionine-S-sulfoxide reductase; involved in the response to oxidative stress; protects iron-sulfur clusters from oxidative inactivation along with MXR2; involved in the regulation of lifespan; reduced activity of human homolog implicated in Alzheimer disease,MXR1,chrV,234937,235491,1
ORF,S000000109,YBL013W,methionyl-tRNA formyltransferase,"Methionyl-tRNA formyltransferase; catalyzes formylation of mitochondria initiator Met-tRNA and residual cytosolic Met-tRNA due to inefficient translocation into the mitochondrial matrix; starvation or stationary phase entry increases Gcn2p phosphorylation-mediated cytosolic retention of Fmt1p, enhancing N-terminal protein formylation and ultimately N-end rule pathway mediated destruction that involves the Psh1p ubiquitin ligase; potential Cdc28p substrate",FMT1,chrII,202056,203261,1
ORF,S000003496,YGR264C,MESI|methionine--tRNA ligase MES1|MetRS,"Methionyl-tRNA synthetase; forms a complex with Gus1p, a glutamyl-tRNA synthetase, and Arc1p, which increases the catalytic efficiency of both synthetases; involved in the nuclear export of tRNAs; mutations in human ortholog MARS is associated with pediatric pulmonary alveolar proteinosis, interstitial lung and liver disease, and Charcot-Marie-Tooth disease; human MARS gene can complement the yeast null mutant",MES1,chrVII,1019598,1021853,-1
ORF,S000003834,YJR073C,bifunctional phosphatidyl-N-methylethanolamine N-methyltransferase/phosphatidyl-N-dimethylethanolamine N-methyltransferase|PEM2,Methylene-fatty-acyl-phospholipid synthase; catalyzes the last two steps in phosphatidylcholine biosynthesis; also known as phospholipid methyltransferase,OPI3,chrX,572315,572935,-1
ORF,S000000450,YBR246W,diphthamide synthase|DPH7|ERE1,Methylesterase performing penultimate step of diphthamide biosynthesis; hydrolyzes methylated diphthine to produce diphthine and allows Dph6-catalyzed amidation reaction to occur; deletion leads to resistance to sordarin and accumulation of methylatediphthine; WD40 domain-containing protein; involved in endosomal recycling; forms complex with Rtt10p that functions in retromer-mediated pathway for recycling internalized cell-surface proteins,RRT2,chrII,711591,712754,1
ORF,S000002941,YDR533C,glutathione-independent methylglyoxalase,"Methylglyoxalase that converts methylglyoxal to D-lactate; involved in oxidative stress resistance, diauxic shift, and stationary phase survival; has similarity to E. coli Hsp31 and C. albicans Glx3p; member of the DJ-1/ThiJ/PfpI superfamily, which includes human DJ-1 involved in Parkinson's disease and cancer; exists as a dimer and contains a putative metal-binding site; protein abundance increases in response to DNA replication stress",HSP31,chrIV,1501447,1502160,-1
ORF,S000004007,YLR017W,S-methyl-5-thioadenosine phosphorylase,Methylthioadenosine phosphorylase (MTAP); catalyzes the initial step in the methionine salvage pathway; affects polyamine biosynthesis through regulation of ornithine decarboxylase (Spe1p) activity; regulates ADH2 gene expression,MEU1,chrXII,177608,178621,1
ORF,S000000440,YBR236C,mRNA (guanine-N7)-methyltransferase,Methyltransferase; catalyzes the transfer of a methyl group from S-adenosylmethionine to the GpppN terminus of capped mRNA; nuclear protein that relocalizes to the cytosol in response to hypoxia,ABD1,chrII,690383,691693,-1
ORF,S000004176,YLR186W,18S rRNA pseudouridine methyltransferase|NEP1,"Methyltransferase for rRNA; methylates pseudouridine 18S rRNA residue 1191; member of the SPOUT methyltransferase family; required for maturation of 18S rRNA and for 40S ribosomal subunit production independent of methyltransferase activity; forms homodimers; human ortholog is mutated in Bowen-Conradi syndrome, and equivalent yeast mutation affects Emg1p dimerization and localization but not methyltransferase activity; human EMG1 complements lethality of null and ts mutant",EMG1,chrXII,523632,524390,1
ORF,S000001250,YHR207C,S-adenosylmethionine-dependent methyltransferase,"Methyltransferase involved in methylation of histone H4 Lys5, -8, -12; S-adenosylmethionine-dependent; zinc-finger protein, contains one canonical and two unusual fingers in unusual arrangements; deletion enhances replication of positive-strand RNA virus",SET5,chrVIII,514905,516485,-1
ORF,S000001358,YIL096C,25S rRNA (uracil2634-N3)-methyltransferase,Methyltransferase required for m3U2634 methylation of the 25S rRNA; S-adenosylmethionine-dependent; associates with precursors of the 60S ribosomal subunit; predicted to be involved in ribosome biogenesis,BMT5,chrIX,182117,183127,-1
ORF,S000004053,YLR063W,25S rRNA (uracil2843-N3)-methyltransferase,Methyltransferase required for m3U2843 methylation of the 25S rRNA; S-adenosylmethionine-dependent; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YLR063W is not an essential gene,BMT6,chrXII,264157,265254,1
ORF,S000004162,YLR172C,diphthine synthase,Methyltransferase required for synthesis of diphthamide; diphthamide is a modified histidine residue of translation elongation factor 2 (Eft1p or Eft2p); not essential for viability; GFP-Dph5p fusion protein localizes to the cytoplasm,DPH5,chrXII,501260,502162,-1
ORF,S000004821,YMR208W,mevalonate kinase|RAR1,"Mevalonate kinase; acts in the biosynthesis of isoprenoids and sterols, including ergosterol, from mevalonate; human MVK functionally complements the lethality of the erg12 null mutation",ERG12,chrXIII,684467,685798,1
ORF,S000005326,YNR043W,diphosphomevalonate decarboxylase MVD1|ERG19,"Mevalonate pyrophosphate decarboxylase; essential enzyme involved in the biosynthesis of isoprenoids and sterols, including ergosterol; acts as a homodimer",MVD1,chrXIV,701895,703085,1
ORF,S000004775,YMR165C,phosphatidate phosphatase PAH1|SMP2,"Mg2+-dependent phosphatidate (PA) phosphatase; dephosphorylates PA to yield diacylglycerol; regulates phospholipid synthesis, nuclear/ER membrane growth, lipid droplet formation, triacylglycerol synthesis, vacuolar homeostasis and cell wall integrity; phosphorylated by Pho85p/Pho80p, Cdc28p/Cyclin B, PKA, PKC, and CKII, regulating activity, localization, and proteosomal degradation; homolog of mammalian lipins 1 and 2; human homologs LPIN1, LPIN2, LPIN3 complement the null",PAH1,chrXIII,590040,592628,-1
ORF,S000000363,YBR159W,ketoreductase,"Microsomal beta-keto-reductase; contains oleate response element (ORE) sequence in the promoter region; mutants exhibit reduced VLCFA synthesis, accumulate high levels of dihydrosphingosine, phytosphingosine and medium-chain ceramides",IFA38,chrII,558685,559728,1
ORF,S000000534,YCL029C,ARM5|PAC14,Microtubule-associated protein; component of the interface between microtubules and the kinetochore; involved in sister chromatid separation and mitotic spindle elongation; involved in karyogamy during mating; stabilizes Kip2p at microtubule plus ends and recruits Kip2p to mitotic SPBs; essential in polyploid cells but not in haploid or diploid cells; promotes plus-end directed movement of Dyn1p; ortholog of mammalian CLIP-170,BIK1,chrIII,68599,69921,-1
ORF,S000003578,YJL042W,,Microtubule-associated protein involved in microtubule organization; involved in assembly and stabilization of microtubules; overproduction results in cell cycle arrest at G2 phase; similar to Drosophila protein MAP and to mammalian MAP4 proteins,MHP1,chrX,361249,365445,1
ORF,S000005938,YPL017C,,"Microtubule associated protein; regulates microtubule dynamics; required for accurate meiotic chromosome segregation; null mutant displays large budded cells due to delayed mitotic progression, increased levels of spontaneous Rad52 foci; IRC15 has a paralog, LPD1, that arose from the whole genome duplication",IRC15,chrXVI,518734,520233,-1
ORF,S000000809,YER007W,,"Microtubule effector required for tubulin heterodimer formation; binds alpha-tubulin, required for normal microtubule function, null mutant exhibits cold-sensitive microtubules and sensitivity to benomyl",PAC2,chrV,164527,166083,1
ORF,S000000130,YBL034C,,"Microtubule plus-end-tracking non-motor protein; binds to MTs, stabilizing interpolar MT plus ends, facilitating polymerization of spindle MTs and producing an outward force on spindle poles; required for structural integrity of the mitotic spindle; binds detached kinetochores (KTs) and promotes capture; relocalizes to MTs and stabilizes the spindle once captured KTs reach a spindle pole; localizes to the spindle, spindles poles, and detached KTs; CLASP family member homologous to human CLASP1/2",STU1,chrII,153848,158389,-1
ORF,S000000818,YER016W,EB1|microtubule-binding protein BIM1|YEB1,Microtubule plus end-tracking protein; forms a complex with Kar9p that makes up the cortical microtubule capture site and delays the exit from mitosis when the spindle is oriented abnormally; homolog of human end binding protein 1 (EB1),BIM1,chrV,188277,189311,1
ORF,S000004035,YLR045C,,"Microtubule polymerase of the XMAP215/Dis1 family; required for elongation of mitotic spindle during anaphase, as well as for spindle orientation and metaphase chromosome alignment; stabilizes or destabilizes kinetochore-microtubule attachment depending on kinetochore tension; interacts with spindle pole body component Spc72p; metazoan ch-TOG/XMAP215 family member",STU2,chrXII,235037,237703,-1
ORF,S000006258,YPR054W,mitogen-activated protein kinase SMK1,Middle sporulation-specific mitogen-activated protein kinase (MAPK); required for prospore membrane development and the production of outer spore wall layers; negatively regulates activity of the glucan synthase subunit Gsc2p; activated by Cak1p-mediated phosphorylation of threonine (T207) in the activation loop during meiosis I followed by Ssp2p-promoted autophosphorylation of tyrosine (T209) during meiosis II,SMK1,chrXVI,666280,667446,1
ORF,S000003864,YJR103W,CTP synthase URA8,"Minor CTP synthase isozyme (see also URA7); catalyzes the ATP-dependent transfer of the amide nitrogen from glutamine to UTP, forming CTP, the final step in de novo biosynthesis of pyrimidines; involved in phospholipid biosynthesis; capable of forming cytoplasmic filaments termed cytoophidium, especially during conditions of glucose depletion; URA8 has a paralog, URA7, that arose from the whole genome duplication",URA8,chrX,620754,622490,1
ORF,S000001328,YIL066C,DIN1|ribonucleotide-diphosphate reductase subunit RNR3|RIR3,"Minor isoform of large subunit of ribonucleotide-diphosphate reductase; the RNR complex catalyzes rate-limiting step in dNTP synthesis, regulated by DNA replication and DNA damage checkpoint pathways via localization of small subunits; RNR3 has a paralog, RNR1, that arose from the whole genome duplication",RNR3,chrIX,238099,240708,-1
ORF,S000003319,YGR087C,indolepyruvate decarboxylase 6,"Minor isoform of pyruvate decarboxylase; decarboxylates pyruvate to acetaldehyde, involved in amino acid catabolism; transcription is glucose- and ethanol-dependent, and is strongly induced during sulfur limitation",PDC6,chrVII,651290,652981,-1
ORF,S000004124,YLR134W,indolepyruvate decarboxylase 5,"Minor isoform of pyruvate decarboxylase; key enzyme in alcoholic fermentation, decarboxylates pyruvate to acetaldehyde, regulation is glucose- and ethanol-dependent, repressed by thiamine, involved in amino acid catabolism",PDC5,chrXII,410723,412414,1
ORF,S000001400,YIL138C,tropomyosin TPM2,"Minor isoform of tropomyosin; binds to and stabilizes actin cables and filaments, which direct polarized cell growth and the distribution of several organelles; appears to have distinct and also overlapping functions with Tpm1p; TPM2 has a paralog, TPM1, that arose from the whole genome duplication",TPM2,chrIX,89230,89715,-1
ORF,S000004884,YMR271C,orotate phosphoribosyltransferase URA10,"Minor orotate phosphoribosyltransferase (OPRTase) isozyme; catalyzes the fifth enzymatic step in the de novo biosynthesis of pyrimidines, converting orotate into orotidine-5'-phosphate; URA10 has a paralog, URA5, that arose from the whole genome duplication",URA10,chrXIII,806865,807548,-1
ORF,S000004250,YLR260W,sphinganine kinase LCB5,"Minor sphingoid long-chain base kinase; possibly involved in synthesis of long-chain base phosphates, which function as signaling molecules; LCB5 has a paralog, LCB4, that arose from the whole genome duplication",LCB5,chrXII,665844,667907,1
ORF,S000003581,YJL045W,SDH1b|succinate dehydrogenase SDH1b,"Minor succinate dehydrogenase isozyme; participates in oxidation of succinate and transfer of electrons to ubiquinone; induced during the diauxic shift in a Cat8p-dependent manner; YJL045W has a paralog, SDH1, that arose from the whole genome duplication",SDH9,chrX,356024,357928,1
ORF,S000006345,YPR141C,OSR11,"Minus-end-directed microtubule motor; functions in mitosis and meiosis, localizes to the spindle pole body and localization is dependent on functional Cik1p, required for nuclear fusion during mating; potential Cdc28p substrate",KAR3,chrXVI,815734,817923,-1
ORF,S000000688,YCR092C,mismatch repair protein MSH3,"Mismatch repair protein; forms dimers with Msh2p that mediate repair of insertion or deletion mutations and removal of nonhomologous DNA ends, contains a PCNA (Pol30p) binding motif required for genome stability",MSH3,chrIII,276764,279820,-1
ORF,S000002627,YDR219C,,Mitochondria-associated F-box protein; tether that anchors higher-functioning mitochondria at the mother cell distal tip throughout the cell cycle and at the bud tip prior to cytokinesis; role in maintenance of normal mitochondrial morphology and quality control; interacts with Skp1p through the F-box motif; asymmetrically localized to the mother cell through the cell cycle with some bud tip localization just before cytokinesis; function regulated by the bud site selection machinery,MFB1,chrIV,905455,906852,-1
ORF,S000003382,YGR150C,DMR1|RRG2,Mitochondrial 15S rRNA-binding protein; required for intron removal of COB and COX1 pre-mRNAs; has separable roles in stabilizing mitochondrial 15S rRNA and in maturation of the COB and COX1 mRNAs; contains pentatricopeptide repeat (PPR) motifs; mutant is respiratory deficient and has defective plasma membrane electron transport,CCM1,chrVII,790459,793053,-1
